LATITUDE,LONGITUDE,MUNICIPIO,UF,
(-28.53,-51.88,"SAO DOMINGOS DO SUL","RS"),
(-29.55,-55.13,"SAO FRANCISCO DE ASSIS","RS"),
(-29.44,-50.58,"SAO FRANCISCO DE PAULA","RS"),
(-30.33,-54.32,"SAO GABRIEL","RS"),
(-29.95,-51.72,"SAO JERONIMO","RS"),
(-27.82,-51.82,"SAO JOAO DA URTIGA","RS"),
(-29.61,-53.44,"SAO JOAO DO POLESINE","RS"),
(-28.49,-51.7,"SAO JORGE","RS"),
(-27.78,-53.12,"SAO JOSE DAS MISSOES","RS"),
(-29.04,-52.29,"SAO JOSE DO HERVAL","RS"),
(-29.52,-51.25,"SAO JOSE DO HORTENCIO","RS"),
(-27.72,-54.12,"SAO JOSE DO INHACORA","RS"),
(-32.01,-52.04,"SAO JOSE DO NORTE","RS"),
(-27.76,-51.59,"SAO JOSE DO OURO","RS"),
(-28.74,-50.06,"SAO JOSE DOS AUSENTES","RS"),
(-29.76,-51.14,"SAO LEOPOLDO","RS"),
(-31.36,-51.97,"SAO LOURENCO DO SUL","RS"),
(-28.4,-54.96,"SAO LUIZ GONZAGA","RS"),
(-28.97,-51.06,"SAO MARCOS","RS"),
(-27.7,-53.96,"SAO MARTINHO","RS"),
(-29.53,-53.85,"SAO MARTINHO DA SERRA","RS"),
(-28.56,-54.55,"SAO MIGUEL DAS MISSOES","RS"),
(-28.18,-55.26,"SAO NICOLAU","RS"),
(-28.02,-54.93,"SAO PAULO DAS MISSOES","RS"),
(-29.42,-51.51,"SAO PEDRO DA SERRA","RS"),
(-28.12,-54.88,"SAO PEDRO DO BUTIA","RS"),
(-29.62,-54.17,"SAO PEDRO DO SUL","RS"),
(-29.58,-51.37,"SAO SEBASTIAO DO CAI","RS"),
(-30.16,-53.56,"SAO SEPE","RS"),
(-27.55,-52.52,"SAO VALENTIM","RS"),
(-29.04,-51.76,"SAO VALENTIM DO SUL","RS"),
(-27.78,-53.93,"SAO VALERIO DO SUL","RS"),
(-29.36,-51.37,"SAO VENDELINO","RS"),
(-29.69,-54.67,"SAO VICENTE DO SUL","RS"),
(-29.63,-51,"SAPIRANGA","RS"),
(-29.83,-51.14,"SAPUCAIA DO SUL","RS"),
(-27.94,-52.92,"SARANDI","RS"),
(-27.47,-53.4,"SEBERI","RS"),
(-27.63,-53.94,"SEDE NOVA","RS"),
(-29.26,-53.01,"SEGREDO","RS"),
(-28.62,-52.95,"SELBACH","RS"),
(-28.03,-54.54,"SENADOR SALGADO FILHO","RS"),
(-30.61,-51.57,"SENTINELA DO SUL","RS"),
(-28.71,-51.93,"SERAFINA CORREA","RS"),
(-29.38,-52.26,"SERIO","RS"),
(-27.98,-52.26,"SERTAO","RS"),
(-30.46,-51.6,"SERTAO SANTANA","RS"),
(-28.13,-54.46,"SETE DE SETEMBRO","RS"),
(-27.43,-52.11,"SEVERIANO DE ALMEIDA","RS"),
(-29.64,-53.58,"SILVEIRA MARTINS","RS"),
(-29.53,-52.52,"SINIMBU","RS"),
(-29.42,-53.02,"SOBRADINHO","RS"),
(-28.81,-52.51,"SOLEDADE","RS"),
(-29.64,-51.68,"TABAI","RS"),
(-28.06,-52.01,"TAPEJARA","RS"),
(-28.62,-52.87,"TAPERA","RS"),
(-30.67,-51.39,"TAPES","RS"),
(-29.65,-50.78,"TAQUARA","RS"),
(-29.8,-51.86,"TAQUARI","RS"),
(-27.4,-53.46,"TAQUARUCU DO SUL","RS"),
(-31.28,-51.09,"TAVARES","RS"),
(-27.37,-53.75,"TENENTE PORTELA","RS"),
(-29.58,-50.07,"TERRA DE AREIA","RS"),
(-29.44,-51.8,"TEUTONIA","RS"),
(-27.39,-54.08,"TIRADENTES DO SUL","RS"),
(-29.47,-54.22,"TOROPI","RS"),
(-29.33,-49.72,"TORRES","RS"),
(-29.98,-50.13,"TRAMANDAI","RS"),
(-29.29,-52.05,"TRAVESSEIRO","RS"),
(-27.49,-52.14,"TRES ARROIOS","RS"),
(-29.45,-49.92,"TRES CACHOEIRAS","RS"),
(-29.51,-50.77,"TRES COROAS","RS"),
(-27.77,-54.24,"TRES DE MAIO","RS"),
(-29.53,-50.06,"TRES FORQUILHAS","RS"),
(-27.61,-52.84,"TRES PALMEIRAS","RS"),
(-27.45,-53.93,"TRES PASSOS","RS"),
(-27.52,-52.89,"TRINDADE DO SUL","RS"),
(-29.94,-51.71,"TRIUNFO","RS"),
(-27.65,-54.44,"TUCUNDUVA","RS"),
(-29.1,-52.95,"TUNAS","RS"),
(-27.92,-51.53,"TUPANCI DO SUL","RS"),
(-29.08,-53.83,"TUPANCIRETA","RS"),
(-29.47,-51.42,"TUPANDI","RS"),
(-27.75,-54.48,"TUPARENDI","RS"),
(-31.42,-52.17,"TURUCU","RS"),
(-28.04,-54.68,"UBIRETAMA","RS"),
(-28.79,-52.03,"UNIAO DA SERRA","RS"),
(-29.04,-55.15,"UNISTALDA","RS"),
(-29.75,-57.08,"URUGUAIANA","RS"),
(-28.51,-50.93,"VACARIA","RS"),
(-29.6,-52.68,"VALE DO SOL","RS"),
(-29.39,-51.25,"VALE REAL","RS"),
(-29.78,-52.18,"VALE VERDE","RS"),
(-28.47,-51.84,"VANINI","RS"),
(-29.6,-52.19,"VENANCIO AIRES","RS"),
(-29.71,-52.5,"VERA CRUZ","RS"),
(-28.93,-51.54,"VERANOPOLIS","RS"),
(-29.06,-51.85,"VESPASIANO CORREA","RS"),
(-27.56,-52.02,"VIADUTOS","RS"),
(-30.08,-51.02,"VIAMAO","RS"),
(-27.16,-53.4,"VICENTE DUTRA","RS"),
(-28.56,-52.74,"VICTOR GRAEFF","RS"),
(-28.86,-51.53,"VILA FLORES","RS"),
(-28.1,-52.14,"VILA LANGARO","RS"),
(-28.53,-52.15,"VILA MARIA","RS"),
(-30.34,-53.88,"VILA NOVA DO SUL","RS"),
(-27.36,-53.49,"VISTA ALEGRE","RS"),
(-28.8,-51.79,"VISTA ALEGRE DO PRATA","RS"),
(-27.29,-53.7,"VISTA GAUCHA","RS"),
(-28.35,-54.49,"VITORIA DAS MISSOES","RS"),
(-29.8,-50.04,"XANGRI-LA","RS"),
(-27.61,-51.02,"ABDON BATISTA","SC"),
(-26.56,-52.32,"ABELARDO LUZ","SC"),
(-27.41,-49.82,"AGROLANDIA","SC"),
(-27.26,-49.71,"AGRONOMICA","SC"),
(-26.99,-51.55,"AGUA DOCE","SC"),
(-27.07,-52.98,"AGUAS DE CHAPECO","SC"),
(-26.88,-52.85,"AGUAS FRIAS","SC"),
(-27.69,-48.82,"AGUAS MORNAS","SC"),
(-27.7,-49.33,"ALFREDO WAGNER","SC"),
(-27.45,-51.87,"ALTO BELA VISTA","SC"),
(-26.53,-53.33,"ANCHIETA","SC"),
(-27.56,-48.98,"ANGELINA","SC"),
(-27.68,-51.13,"ANITA GARIBALDI","SC"),
(-27.9,-49.12,"ANITAPOLIS","SC"),
(-27.51,-48.76,"ANTONIO CARLOS","SC"),
(-27.03,-49.39,"APIUNA","SC"),
(-27.16,-52.14,"ARABUTA","SC"),
(-26.37,-48.72,"ARAQUARI","SC"),
(-28.93,-49.48,"ARARANGUA","SC"),
(-28.26,-49.01,"ARMAZEM","SC"),
(-26.93,-51.33,"ARROIO TRINTA","SC"),
(-27.07,-52.45,"ARVOREDO","SC"),
(-26.95,-49.37,"ASCURRA","SC"),
(-27.42,-49.78,"ATALANTA","SC"),
(-27.31,-49.63,"AURORA","SC"),
(-28.98,-49.41,"BALNEARIO ARROIO DO SILVA","SC"),
(-26.45,-48.61,"BALNEARIO BARRA DO SUL","SC"),
(-26.99,-48.63,"BALNEARIO CAMBORIU","SC"),
(-29.15,-49.57,"BALNEARIO GAIVOTA","SC"),
(-26.76,-53.63,"BANDEIRANTE","SC"),
(-26.65,-53.44,"BARRA BONITA","SC"),
(-26.63,-48.68,"BARRA VELHA","SC"),
(-26.27,-50.46,"BELA VISTA DO TOLDO","SC"),
(-26.84,-53.57,"BELMONTE","SC"),
(-26.78,-49.36,"BENEDITO NOVO","SC"),
(-27.49,-48.65,"BIGUACU","SC"),
(-26.91,-49.06,"BLUMENAU","SC"),
(-27.74,-49.94,"BOCAINA DO SUL","SC"),
(-28.33,-49.62,"BOM JARDIM DA SERRA","SC"),
(-26.73,-52.39,"BOM JESUS","SC"),
(-26.69,-53.09,"BOM JESUS DO OESTE","SC"),
(-27.79,-49.48,"BOM RETIRO","SC"),
(-27.13,-48.51,"BOMBINHAS","SC"),
(-27.19,-49.07,"BOTUVERA","SC"),
(-28.27,-49.16,"BRACO DO NORTE","SC"),
(-27.35,-49.88,"BRACO DO TROMBUDO","SC"),
(-27.3,-50.86,"BRUNOPOLIS","SC"),
(-27.09,-48.91,"BRUSQUE","SC"),
(-26.77,-51.01,"CACADOR","SC"),
(-27.07,-53.24,"CAIBI","SC"),
(-26.6,-51.09,"CALMON","SC"),
(-27.02,-48.65,"CAMBORIU","SC"),
(-26.19,-49.26,"CAMPO ALEGRE","SC"),
(-27.89,-50.76,"CAMPO BELO DO SUL","SC"),
(-26.39,-53.07,"CAMPO ERE","SC"),
(-27.4,-51.22,"CAMPOS NOVOS","SC"),
(-27.26,-48.76,"CANELINHA","SC"),
(-26.17,-50.39,"CANOINHAS","SC"),
(-27.93,-50.51,"CAPAO ALTO","SC"),
(-27.34,-51.61,"CAPINZAL","SC"),
(-28.44,-48.95,"CAPIVARI DE BAIXO","SC"),
(-27.07,-51.66,"CATANDUVAS","SC"),
(-27.16,-52.87,"CAXAMBU DO SUL","SC"),
(-27.63,-51.33,"CELSO RAMOS","SC"),
(-27.79,-50.87,"CERRO NEGRO","SC"),
(-27.59,-49.55,"CHAPADAO DO LAGEADO","SC"),
(-27.09,-52.61,"CHAPECO","SC"),
(-28.6,-49.32,"COCAL DO SUL","SC"),
(-27.23,-52.02,"CONCORDIA","SC"),
(-26.98,-52.6,"CORDILHEIRA ALTA","SC"),
(-26.9,-52.7,"CORONEL FREITAS","SC"),
(-26.51,-52.66,"CORONEL MARTINS","SC"),
(-27.58,-50.36,"CORREIA PINTO","SC"),
(-26.42,-49.24,"CORUPA","SC"),
(-28.67,-49.37,"CRICIUMA","SC"),
(-26.89,-53.16,"CUNHA PORA","SC"),
(-26.96,-53.09,"CUNHATAI","SC"),
(-27.28,-50.58,"CURITIBANOS","SC"),
(-26.82,-53.5,"DESCANSO","SC"),
(-26.25,-53.64,"DIONISIO CERQUEIRA","SC"),
(-26.98,-49.72,"DONA EMMA","SC"),
(-26.71,-49.48,"DOUTOR PEDRINHO","SC"),
(-26.72,-52.56,"ENTRE RIOS","SC"),
(-28.98,-49.64,"ERMO","SC"),
(-27.27,-51.44,"ERVAL VELHO","SC"),
(-26.85,-52.26,"FAXINAL DOS GUEDES","SC"),
(-26.77,-53.34,"FLOR DO SERTAO","SC"),
(-27.59,-48.54,"FLORIANOPOLIS","SC"),
(-26.64,-52.79,"FORMOSA DO SUL","SC"),
(-28.74,-49.47,"FORQUILHINHA","SC"),
(-27.02,-50.92,"FRAIBURGO","SC"),
(-27.17,-50.8,"FREI ROGERIO","SC"),
(-26.45,-52.68,"GALVAO","SC"),
(-28.02,-48.61,"GAROPABA","SC"),
(-26.02,-48.85,"GARUVA","SC"),
(-26.93,-48.95,"GASPAR","SC"),
(-27.31,-48.55,"GOVERNADOR CELSO RAMOS","SC"),
(-28.18,-49.21,"GRAO PARA","SC"),
(-28.33,-49.03,"GRAVATAL","SC"),
(-27.08,-48.98,"GUABIRUBA","SC"),
(-26.59,-53.51,"GUARACIABA","SC"),
(-26.47,-49,"GUARAMIRIM","SC"),
(-26.38,-53.52,"GUARUJA DO SUL","SC"),
(-27.13,-52.78,"GUATAMBU","SC"),
(-27.19,-51.49,"HERVAL DOESTE","SC"),
(-27.18,-51.23,"IBIAM","SC"),
(-27.09,-51.36,"IBICARE","SC"),
(-27.05,-49.51,"IBIRAMA","SC"),
(-28.71,-49.3,"ICARA","SC"),
(-26.9,-48.82,"ILHOTA","SC"),
(-28.34,-48.82,"IMARUI","SC"),
(-28.24,-48.67,"IMBITUBA","SC"),
(-27.49,-49.42,"IMBUIA","SC"),
(-26.89,-49.23,"INDAIAL","SC"),
(-27,-51.24,"IOMERE","SC"),
(-27.4,-51.77,"IPIRA","SC"),
(-26.98,-53.53,"IPORA DO OESTE","SC"),
(-26.63,-52.45,"IPUACU","SC"),
(-27.07,-52.13,"IPUMIRIM","SC"),
(-26.82,-53.27,"IRACEMINHA","SC"),
(-27.02,-51.9,"IRANI","SC"),
(-26.65,-52.89,"IRATI","SC"),
(-26.23,-50.8,"IRINEOPOLIS","SC"),
(-27.29,-52.32,"ITA","SC"),
(-26.33,-49.9,"ITAIOPOLIS","SC"),
(-26.9,-48.66,"ITAJAI","SC"),
(-27.09,-48.61,"ITAPEMA","SC"),
(-27.16,-53.71,"ITAPIRANGA","SC"),
(-26.11,-48.61,"ITAPOA","SC"),
(-27.41,-49.6,"ITUPORANGA","SC"),
(-27.17,-51.73,"JABORA","SC"),
(-28.99,-49.76,"JACINTO MACHADO","SC"),
(-28.61,-49.02,"JAGUARUNA","SC"),
(-26.48,-49.06,"JARAGUA DO SUL","SC"),
(-26.72,-52.86,"JARDINOPOLIS","SC"),
(-27.17,-51.5,"JOACABA","SC"),
(-26.3,-48.84,"JOINVILLE","SC"),
(-26.95,-49.62,"JOSE BOITEUX","SC"),
(-26.39,-52.72,"JUPIA","SC"),
(-27.26,-51.55,"LACERDOPOLIS","SC"),
(-27.81,-50.32,"LAGES","SC"),
(-28.48,-48.78,"LAGUNA","SC"),
(-26.85,-52.56,"LAJEADO GRANDE","SC"),
(-27.21,-49.73,"LAURENTINO","SC"),
(-28.39,-49.39,"LAURO MULLER","SC"),
(-26.92,-50.69,"LEBON REGIS","SC"),
(-27.5,-49.28,"LEOBERTO LEAL","SC"),
(-27.05,-52.06,"LINDOIA DO SUL","SC"),
(-27.16,-49.54,"LONTRAS","SC"),
(-26.72,-48.93,"LUIZ ALVES","SC"),
(-27.13,-51.46,"LUZERNA","SC"),
(-26.85,-51.37,"MACIEIRA","SC"),
(-26.11,-49.8,"MAFRA","SC"),
(-27.41,-48.95,"MAJOR GERCINO","SC"),
(-26.36,-50.32,"MAJOR VIEIRA","SC"),
(-28.84,-49.45,"MARACAJA","SC"),
(-26.76,-53.17,"MARAVILHA","SC"),
(-26.8,-52.62,"MAREMA","SC"),
(-26.61,-49,"MASSARANDUBA","SC"),
(-26.47,-51.14,"MATOS COSTA","SC"),
(-28.82,-49.63,"MELEIRO","SC"),
(-27.19,-50.07,"MIRIM DOCE","SC"),
(-26.77,-53.05,"MODELO","SC"),
(-27.1,-53.4,"MONDAI","SC"),
(-27.22,-50.98,"MONTE CARLO","SC"),
(-26.46,-50.23,"MONTE CASTELO","SC"),
(-28.65,-49.21,"MORRO DA FUMACA","SC"),
(-28.8,-49.72,"MORRO GRANDE","SC"),
(-26.89,-48.65,"NAVEGANTES","SC"),
(-26.9,-52.9,"NOVA ERECHIM","SC"),
(-26.94,-52.81,"NOVA ITABERABA","SC"),
(-27.28,-48.93,"NOVA TRENTO","SC"),
(-28.63,-49.49,"NOVA VENEZA","SC"),
(-26.44,-52.83,"NOVO HORIZONTE","SC"),
(-28.35,-49.29,"ORLEANS","SC"),
(-27.48,-50.12,"OTACILIO COSTA","SC"),
(-27.34,-51.61,"OURO","SC"),
(-26.69,-52.31,"OURO VERDE","SC"),
(-27.25,-52.49,"PAIAL","SC"),
(-27.92,-50.1,"PAINEL","SC"),
(-27.64,-48.66,"PALHOCA","SC"),
(-26.34,-53.27,"PALMA SOLA","SC"),
(-27.58,-50.15,"PALMEIRA","SC"),
(-27.06,-53.16,"PALMITOS","SC"),
(-26.37,-50.14,"PAPANDUVA","SC"),
(-26.61,-53.67,"PARAISO","SC"),
(-29.31,-49.72,"PASSO DE TORRES","SC"),
(-26.78,-52.05,"PASSOS MAIA","SC"),
(-27.96,-48.68,"PAULO LOPES","SC"),
(-28.43,-49.18,"PEDRAS GRANDES","SC"),
(-26.76,-48.64,"PENHA","SC"),
(-27.37,-51.9,"PERITIBA","SC"),
(-27.53,-49.69,"PETROLANDIA","SC"),
(-26.76,-48.67,"PICARRAS","SC"),
(-26.84,-52.99,"PINHALZINHO","SC"),
(-27.05,-51.23,"PINHEIRO PRETO","SC"),
(-27.42,-51.77,"PIRATUBA","SC"),
(-27.07,-52.86,"PLANALTO ALEGRE","SC"),
(-26.74,-49.17,"POMERODE","SC"),
(-27.48,-50.38,"PONTE ALTA","SC"),
(-27.15,-50.46,"PONTE ALTA DO NORTE","SC"),
(-26.87,-52.01,"PONTE SERRADA","SC"),
(-27.15,-48.55,"PORTO BELO","SC"),
(-26.23,-51.07,"PORTO UNIAO","SC"),
(-27.25,-49.93,"POUSO REDONDO","SC"),
(-29.19,-49.95,"PRAIA GRANDE","SC"),
(-27.22,-51.8,"PRESIDENTE CASTELO BRANCO","SC"),
(-27.05,-49.62,"PRESIDENTE GETULIO","SC"),
(-27.27,-49.39,"PRESIDENTE NEREU","SC"),
(-26.44,-53.59,"PRINCESA","SC"),
(-26.72,-52.72,"QUILOMBO","SC"),
(-27.67,-49.02,"RANCHO QUEIMADO","SC"),
(-26.89,-51.07,"RIO DAS ANTAS","SC"),
(-26.94,-50.14,"RIO DO CAMPO","SC"),
(-27.19,-49.79,"RIO DO OESTE","SC"),
(-27.21,-49.64,"RIO DO SUL","SC"),
(-26.73,-49.27,"RIO DOS CEDROS","SC"),
(-28.13,-49.1,"RIO FORTUNA","SC"),
(-26.25,-49.51,"RIO NEGRINHO","SC"),
(-27.86,-49.77,"RIO RUFINO","SC"),
(-27.06,-53.32,"RIQUEZA","SC"),
(-26.92,-49.36,"RODEIO","SC"),
(-26.67,-53.31,"ROMELANDIA","SC"),
(-26.98,-50,"SALETE","SC"),
(-26.6,-53.05,"SALTINHO","SC"),
(-26.9,-51.4,"SALTO VELOSO","SC"),
(-28.63,-49.12,"SANGAO","SC"),
(-26.96,-50.42,"SANTA CECILIA","SC"),
(-26.93,-53.61,"SANTA HELENA","SC"),
(-28.03,-49.12,"SANTA ROSA DE LIMA","SC"),
(-29.13,-49.7,"SANTA ROSA DO SUL","SC"),
(-26.77,-50,"SANTA TEREZINHA","SC"),
(-26.61,-53.2,"SANTA TEREZINHA DO PROGRESSO","SC"),
(-26.63,-52.68,"SANTIAGO DO SUL","SC"),
(-27.68,-48.77,"SANTO AMARO DA IMPERATRIZ","SC"),
(-26.25,-49.37,"SAO BENTO DO SUL","SC"),
(-26.47,-52.96,"SAO BERNARDINO","SC"),
(-27.9,-48.92,"SAO BONIFACIO","SC"),
(-27.07,-53,"SAO CARLOS","SC"),
(-27.26,-50.44,"SAO CRISTOVAO DO SUL","SC"),
(-26.55,-52.53,"SAO DOMINGOS","SC"),
(-26.24,-48.63,"SAO FRANCISCO DO SUL","SC"),
(-27.27,-48.84,"SAO JOAO BATISTA","SC"),
(-26.61,-48.76,"SAO JOAO DO ITAPERIU","SC"),
(-27.09,-53.59,"SAO JOAO DO OESTE","SC"),
(-29.22,-49.81,"SAO JOAO DO SUL","SC"),
(-28.29,-49.93,"SAO JOAQUIM","SC"),
(-27.61,-48.62,"SAO JOSE","SC"),
(-26.45,-53.49,"SAO JOSE DO CEDRO","SC"),
(-27.66,-50.58,"SAO JOSE DO CERRITO","SC"),
(-26.35,-52.85,"SAO LOURENCO DO OESTE","SC"),
(-28.32,-49.17,"SAO LUDGERO","SC"),
(-28.16,-48.97,"SAO MARTINHO","SC"),
(-26.69,-53.25,"SAO MIGUEL DA BOA VISTA","SC"),
(-26.72,-53.51,"SAO MIGUEL DOESTE","SC"),
(-27.56,-48.8,"SAO PEDRO DE ALCANTARA","SC"),
(-26.92,-53,"SAUDADES","SC"),
(-26.41,-49.07,"SCHROEDER","SC"),
(-27.14,-52.31,"SEARA","SC"),
(-26.72,-53.04,"SERRA ALTA","SC"),
(-28.59,-49.42,"SIDEROPOLIS","SC"),
(-29.11,-49.61,"SOMBRIO","SC"),
(-26.73,-52.96,"SUL BRASIL","SC"),
(-27.11,-49.99,"TAIO","SC"),
(-27.1,-51.24,"TANGARA","SC"),
(-26.68,-53.15,"TIGRINHOS","SC"),
(-27.24,-48.63,"TIJUCAS","SC"),
(-28.83,-49.84,"TIMBE DO SUL","SC"),
(-26.82,-49.27,"TIMBO","SC"),
(-26.61,-50.67,"TIMBO GRANDE","SC"),
(-26.1,-50.32,"TRES BARRAS","SC"),
(-28.51,-49.45,"TREVISO","SC"),
(-28.55,-49.14,"TREZE DE MAIO","SC"),
(-27,-51.4,"TREZE TILIAS","SC"),
(-27.29,-49.79,"TROMBUDO CENTRAL","SC"),
(-28.46,-49,"TUBARAO","SC"),
(-26.96,-53.63,"TUNAPOLIS","SC"),
(-28.92,-49.67,"TURVO","SC"),
(-26.76,-52.85,"UNIAO DO OESTE","SC"),
(-28.01,-49.59,"URUBICI","SC"),
(-27.95,-49.87,"URUPEMA","SC"),
(-28.51,-49.32,"URUSSANGA","SC"),
(-26.86,-52.15,"VARGEAO","SC"),
(-27.48,-50.97,"VARGEM","SC"),
(-27,-51.74,"VARGEM BONITA","SC"),
(-27.39,-49.35,"VIDAL RAMOS","SC"),
(-27,-51.15,"VIDEIRA","SC"),
(-26.88,-49.83,"VITOR MEIRELES","SC"),
(-26.92,-49.79,"WITMARSUM","SC"),
(-26.87,-52.4,"XANXERE","SC"),
(-27.06,-52.34,"XAVANTINA","SC"),
(-26.96,-52.53,"XAXIM","SC"),
(-27.45,-51.55,"ZORTEA","SC"),
(-10.13,-36.93,"AMPARO DE SAO FRANCISCO","SE"),
(-10.28,-37.01,"AQUIDABA","SE"),
(-10.91,-37.07,"ARACAJU","SE"),
(-11.26,-37.62,"ARAUA","SE"),
(-10.75,-37.31,"AREIA BRANCA","SE"),
(-10.9,-37.03,"BARRA DOS COQUEIROS","SE"),
(-11.14,-37.62,"BOQUIM","SE"),
(-10.42,-36.46,"BREJO GRANDE","SE"),
(-10.73,-37.49,"CAMPO DO BRITO","SE"),
(-10.13,-36.98,"CANHOBA","SE"),
(-9.64,-37.78,"CANINDE DE SAO FRANCISCO","SE"),
(-10.5,-37.05,"CAPELA","SE"),
(-10.36,-37.7,"CARIRA","SE"),
(-10.64,-36.98,"CARMOPOLIS","SE"),
(-10.25,-36.88,"CEDRO DE SAO JOAO","SE"),
(-11.47,-37.75,"CRISTINAPOLIS","SE"),
(-10.35,-37.18,"CUMBE","SE"),
(-10.68,-37.14,"DIVINA PASTORA","SE"),
(-11.26,-37.43,"ESTANCIA","SE"),
(-10.26,-37.31,"FEIRA NOVA","SE"),
(-10.54,-37.53,"FREI PAULO","SE"),
(-9.96,-37.08,"GARARU","SE"),
(-10.68,-36.98,"GENERAL MAYNARD","SE"),
(-10.22,-37.19,"GRACHO CARDOSO","SE"),
(-10.43,-36.54,"ILHA DAS FLORES","SE"),
(-11.51,-37.51,"INDIAROBA","SE"),
(-10.68,-37.42,"ITABAIANA","SE"),
(-11.27,-37.79,"ITABAIANINHA","SE"),
(-10.12,-37.1,"ITABI","SE"),
(-10.99,-37.31,"ITAPORANGA DAJUDA","SE"),
(-10.59,-36.94,"JAPARATUBA","SE"),
(-10.34,-36.8,"JAPOATA","SE"),
(-10.91,-37.65,"LAGARTO","SE"),
(-10.8,-37.17,"LARANJEIRAS","SE"),
(-10.66,-37.54,"MACAMBIRA","SE"),
(-10.34,-36.92,"MALHADA DOS BOIS","SE"),
(-10.65,-37.3,"MALHADOR","SE"),
(-10.73,-37.08,"MARUIM","SE"),
(-10.57,-37.34,"MOITA BONITA","SE"),
(-10.02,-37.56,"MONTE ALEGRE DE SERGIPE","SE"),
(-10.42,-36.95,"MURIBECA","SE"),
(-10.32,-36.57,"NEOPOLIS","SE"),
(-10.44,-37.48,"NOSSA SENHORA APARECIDA","SE"),
(-10.21,-37.42,"NOSSA SENHORA DA GLORIA","SE"),
(-10.49,-37.19,"NOSSA SENHORA DAS DORES","SE"),
(-10.07,-37.05,"NOSSA SENHORA DE LOURDES","SE"),
(-10.85,-37.12,"NOSSA SENHORA DO SOCORRO","SE"),
(-10.45,-36.65,"PACATUBA","SE"),
(-10.61,-37.68,"PEDRA MOLE","SE"),
(-11.19,-37.67,"PEDRINHAS","SE"),
(-10.56,-37.72,"PINHAO","SE"),
(-10.73,-36.85,"PIRAMBU","SE"),
(-9.8,-37.68,"POCO REDONDO","SE"),
(-10.7,-38.18,"POCO VERDE","SE"),
(-9.91,-37.27,"PORTO DA FOLHA","SE"),
(-10.21,-36.84,"PROPRIA","SE"),
(-11.06,-37.72,"RIACHAO DO DANTAS","SE"),
(-10.72,-37.18,"RIACHUELO","SE"),
(-10.53,-37.41,"RIBEIROPOLIS","SE"),
(-10.69,-37.03,"ROSARIO DO CATETE","SE"),
(-11.03,-37.47,"SALGADO","SE"),
(-11.35,-37.44,"SANTA LUZIA DO ITANHY","SE"),
(-10.64,-37.19,"SANTA ROSA DE LIMA","SE"),
(-10.29,-36.6,"SANTANA DO SAO FRANCISCO","SE"),
(-10.78,-37.05,"SANTO AMARO DAS BROTAS","SE"),
(-11.01,-37.2,"SAO CRISTOVAO","SE"),
(-10.79,-37.56,"SAO DOMINGOS","SE"),
(-10.33,-36.88,"SAO FRANCISCO","SE"),
(-10.38,-37.38,"SAO MIGUEL DO ALEIXO","SE"),
(-10.73,-37.81,"SIMAO DIAS","SE"),
(-10.6,-37.11,"SIRIRI","SE"),
(-10.2,-36.88,"TELHA","SE"),
(-11.18,-37.99,"TOBIAS BARRETO","SE"),
(-11.37,-37.84,"TOMAR DO GERU","SE"),
(-11.38,-37.65,"UMBAUBA","SE"),
(-21.68,-51.07,"ADAMANTINA","SP"),
(-21.23,-49.64,"ADOLFO","SP"),
(-22.05,-46.97,"AGUAI","SP"),
(-21.93,-46.71,"AGUAS DA PRATA","SP"),
(-22.47,-46.63,"AGUAS DE LINDOIA","SP"),
(-22.88,-49.23,"AGUAS DE SANTA BARBARA","SP"),
(-22.59,-47.87,"AGUAS DE SAO PEDRO","SP"),
(-22.46,-48.98,"AGUDOS","SP"),
(-23.55,-47.89,"ALAMBARI","SP"),
(-21.95,-51.41,"ALFREDO MARCONDES","SP"),
(-20.52,-49.05,"ALTAIR","SP"),
(-21.02,-47.37,"ALTINOPOLIS","SP"),
(-21.58,-50.16,"ALTO ALEGRE","SP"),
(-23.53,-47.26,"ALUMINIO","SP"),
(-20.32,-49.91,"ALVARES FLORENCE","SP"),
(-22.07,-51.47,"ALVARES MACHADO","SP"),
(-22.08,-49.71,"ALVARO DE CARVALHO","SP"),
(-22.44,-49.76,"ALVINLANDIA","SP"),
(-22.73,-47.33,"AMERICANA","SP"),
(-21.72,-48.1,"AMERICO BRASILIENSE","SP"),
(-20.29,-49.73,"AMERICO DE CAMPOS","SP"),
(-22.7,-46.76,"AMPARO","SP"),
(-22.12,-47.66,"ANALANDIA","SP"),
(-20.89,-51.37,"ANDRADINA","SP"),
(-23.49,-48.41,"ANGATUBA","SP"),
(-22.78,-48.12,"ANHEMBI","SP"),
(-22.29,-51.38,"ANHUMAS","SP"),
(-22.84,-45.23,"APARECIDA","SP"),
(-20.44,-50.88,"APARECIDA DOESTE","SP"),
(-24.5,-48.84,"APIAI","SP"),
(-23.43,-47.06,"ARACARIGUAMA","SP"),
(-21.2,-50.43,"ARACATUBA","SP"),
(-23.5,-47.61,"ARACOIABA DA SERRA","SP"),
(-20.09,-47.78,"ARAMINA","SP"),
(-23.13,-49.05,"ARANDU","SP"),
(-22.67,-44.44,"ARAPEI","SP"),
(-21.79,-48.17,"ARARAQUARA","SP"),
(-22.35,-47.38,"ARARAS","SP"),
(-21.77,-50.46,"ARCO-IRIS","SP"),
